Language Name,ISO,STATE,LgFly,Translation Status/Need,Strategic Zone,Orgs Involved,TR Org,Population,Pop. Source,"Pop in
2011",Location,#Of translations,OT Tr in progress,Decision Criteria,Translation Status,Status date,NT in Progress,Project location (State & District),"NT Start
Date","OT Start
Date","NT Pub
Date",NT Revised,"First BB 
Pub. Date",Bible revised,NT Script,Cluster,Translators/Facilitators name,Other information,No,"Literacy Rate
in L1","Literacy Rate
in L2","Source on
Literacy (L2)","Second
Language (L2)",GFA,TWR,FEBA,NT,Portions,Jesus Film,Jesus Film Audio,Jesus Film Children,Dayasagar,God Story,Radio Broadcast,,,,,,,,,,
Shina,scl,Jammu and Kashmir,Indo-Aryan,No Need in India,North West Zone,,,34251,Census 2001,,Northern Kashmir [Dras Valley and Gurais area in Kishenganga Valley near the cease fire line],,,TR in Pak,,,,,,,,,,,,,,,411,0%,,,Urdu,,,,,x,,,,,,,,,,,,,,,,
Sholaga,sle,Karnataka,Dravidian,Translation in Progress,South Zone,,TWFTW,3977,Census 2001,,Karnataka [Mysore District - Biligiri Rangana Hills], Tamil Nadu,1,,Low attitude to MT,Nothing has been published.,,,,,,,,,,,Coorg,,,412,,31%,Census 2001,,,,,,,,,,,,,,,,,,,,,
Shom peng,sii,Andaman and Nicobar Islands,Austro-Asiatic,Research Need,South Zone,,,398,Ethnologue 09,,Nicobar Islands [interior Great Nicobar Island],,,,,,,,,,,,,,,Nicobar,,,413,,,,,,,,,,,,,,,,,,,,,,,,,
Shumcho,scu,Himachal Pradesh,Tibeto-Burman,Limited Need,North West Zone,,,2174,Ethnologue 09,,"Himachal Pradesh [Kinnaur District - Kanam, Labrang, Spilo, Shyaso, Taling, and Rushkaling villages of Puh Tahsil]",,,"low pop, Kinnauri cluster",,,,,,,,,,,,Kinnaur,,,414,,,,,,,,,,,,,,,,,,,,,,,,,
Sikkimese,sip,Sikkim,Tibeto-Burman,Translation in Progress,NEI Zone,GR,EHG/SIL,70308,Ethnologue 09,,Sikkim [all districts], West Bengal [Darjeeling],1,,Possible CARLA from Dzongkha,,,X,,NA,,,,,,,"Sikkim, HI – EHG",,,415,,68%,Census 2001,,,,,,,,,,,,,,,,,,,,,
Simte,smt,Manipur,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, SGM, GR, BI, WCOI",,10225,Census 2001,,"Southwest Manipur [Churachandpur district - Mingjang, Tubuong, Simveng, New Bazar, Thanlon, Leikangpai, Zouthang, Shumtuk, Monjon, Pamjal, Sasinoujang, Tallian, Dumsao, Khungung, Lungthul, Singhat, Moijin, Maokot, Suangdai, Suangpuhmun]",,,,,,,,,,1975,,1992,,,"Naga, Manipur",,,416,,67%,Census 2001,,,,,x,,,,,,,,,,,,,,,,,
Sindhi,snd,Gujarat,Indo-Aryan,Whole Bible Available,West Zone,"GR, CCC, SGM, TWR, GFA radio",,1694061,Census 2001,,Gujarat, Rajasthan, Maharashtra, Madhya Pradesh, Tamil Nadu, Andhra Pradesh, Bihar, Delhi, Orissa, Uttar Pradesh, many in urban areas,,,,,,,,,,1890,,1954,,,,,http://www.nbseminary.ca/church-health/cild/cild_sindhibible,417,,,,,x,x,,,,Yes,Yes,,,,Yes
Singpo,sgp,Arunachal Pradesh,Tibeto-Burman,Whole Bible Available,NEI Zone,"MSEA, SGM",ABMU,4539,Census 2001,,"Arunachal Pradesh [Lohit and Changlang districts]; Assam [Tinsukia District - Margherita Subdivision; Dibrugarh, Sibsagar districts]",,,Thai Bible Society,,,,,,,1912,,1927,,,Mishmi,,,418,,40%,,,,,,,,,,,,,,,,,,,,,,,
Sirmauri,srx,Himachal Pradesh,Indo-Aryan,Translation in Progress,North West Zone,,WIN/OA,31144,Census 2001,,"Himachal Pradesh [Sirmaur district, Shimla district - southEast Zoneern section]",1,,,,,X,,2009/2013,,,,,,,Pahari cluster,,,419,,,,,,,,,,,,,,,,,,,,,,,,,
Sora,srb,Odissa,Austro-Asiatic,Whole Bible Available,East Zone,"BAP, GR, SGM, BSI, CBM, TWR, WCOI, GFA radio",,473233,Census 2001,,"South Orissa [mainly in the Ganjam District, also in the Koraput and Phulbani districts]; Andhra Pradesh [Srikakulam District]; Madhya Pradesh; Bihar; Tamil Nadu; West Bengal; the Plains Division of Assam",,,,,,,,,,1965,,1992,,,Sora cluster,,,420,,,,,x,x,,x,,Yes,Yes,,,,,,,,,,,,,,
Spiti Bhoti,spt,Himachal Pradesh,Tibeto-Burman,Translation in Progress,North West Zone,"YWAM, GR, WIN",WIN,10000,Wikipedia,,Himachal Pradesh [Lahul-Spiti district - Spiti subdistrict],1,,,,,X,,2002,,,,,,,HI – Spiti,,Linguistic and Dictionary work is being in progress,421,,,,,,,,,,,,,,,,,,,,,,,,,
Stod Bhoti,sbu,Himachal Pradesh,Tibeto-Burman,Limited Need,North West Zone,,,3100,Asia Harvest,,"Himachal Pradesh [Lahul region - Stod, Khoksar, and upper Mayar valleys]",,,"Low pop, no Christians",,,,,,,,,,,,HI – Ladakhi,,BMI completed recording of a set of story,422,,,,,,,,,,,,,,,,,,,,,,,,,
Sunam,ssk,Himachal Pradesh,Tibeto-Burman,Limited Need,North West Zone,,,558,Ethnologue 09,,Himachal pradesh [Kinnaur District - Sunam village in Puh Tahsil],,,"low pop, Kinnauri cluster",,,,,,,,,,,,Kinnaur,,,423,,,,,,,,,,,,,,,,,,,,,,,,,
Surgujia,sgj,Chandigarh,,Translation in Progress,Central Zone,,WIN/OA,1458533,Census 2001,,"Chhattigarh [Surguja, Jashpur and Korea districts]. It is also spoken in the border areas of Raigarh and Korba districts, adjoining with the Surguja district. Surguja district is the main area of concentration for this language.",1,,,,,X,,2011/2015,,,,,,,,,,424,,,,,,,,,,,,,,,,,,,,,,,,,
Surjapuri,sjp,Bihar,Indo-Aryan,Translation in Progress,Hindi Zone,"New Indian Evangelistic Association, The Seed Company and SAG.","NIEA, SAG, TSC",1217019,Census 2001,,"Bihar [Purnia, Kishanganj, Katihar, Araria districts]; West Bengal [Uttar Dinajpur district].",1,,,,,X,,2008,,,,,,,Bihar,,,425,,,,,,,,,,,,,,,,,,,,,,,,,
Sylheti,syl,Assam,Indo-Aryan,NT available,NEI Zone,,Wycliffe Bible Translators,3000000,Ethnologue 09,,"Assam [Barak Valley region; Karimganj, Cachar and Hailakandi districts]; Nagaland; Calcutta",,,,NT available in Bangla script,,X,,1996,,,,,,,,,,426,,35%,,,,,,,x,Yes,,,,,,,,,,,,,,,
Tagin,tgj,Arunachal Pradesh,Tibeto-Burman,Translation in Progress,NEI Zone,,TWFTW,38244,Census 2001,,Arunachal Pradesh [Throughout the Upper Subansiri district],1,,,,,X,,2012,,,,,,, Arunachal,,,427,,47%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
"Tamang, Eastern",taj,Sikkim,Tibeto-Burman,NT available,NEI Zone,GR,WBT/BSN,17494,Census 2001,,Sikkim [concentrated in lower Teesta valley and Rangit valley], West Bengal [Darjeeling], Arunachal Pradesh,,,,,,,,,,,2011,,,,,Sikkim cluster,,,428,1-5%,25-50%,,,,,,,x,Yes,Yes,,,,Yes,,,,,,,
Tamil,tam,Tamil Nadu,Dravidian,Whole Bible Available,South Zone,"GR, IBS, RC, CCC, CSI, FEBA, SGM, BSI, GFA, WBTC,TWR, WCOI",,60655813,Census 2001,,Tamil Nadu and NEI Zoneghboring states,,,,,,,,,,1715,,1727,,,,,,429,,,,,x,x,x,x,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,
Telugu,tel,Andhra Pradesh,Dravidian,Whole Bible Available,South Zone,"BAP, GR, IBS, RC, CCC, CSI, FEBA, SGM, BSI, GFA, HOS,WBTC, TWR, WCOI",,73817148,Census 2001,,Andhra Pradesh and NEI Zoneghboring states,,,,,,,,,,1818,,1854,,,AP Telugu,,,430,,,,,x,x,x,x,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
Teressa,tef,Andaman and Nicobar Islands,Austro-Asiatic,Research Need,South Zone,"WBTC, TWR, WCOI",,2081,Census 2001,,Nicobar Islands [Teressa and Bompoka islands],,,They speak their langauge,,,,,,,,,,,,Nicobar,,,431,,,,,,,,,,,,,,,,,,,,,,,,,
Thachanadan,thn,Kerala,Dravidian,Limited Need,South Zone,,,3000,Ethnologue 09,,"Kerala [Wayanad district - Kalpetta, Meppadi, Muttil and Ambalavayal panchayats, Malappuram district - Nilambur area];",,,"Some use Malayalam in home and village, esp. with children. Use is less among youth. Home, village. All ages. Neutral to positive attitudes. Youth have more negative attitudes. Also use Malayalam [mal].",,,,,,,,,,,,Wayanad cluster,,,432,,30%,2004 Survey,,,,,,,,,,,,,,,,,,,,,,
Thangmi,thf,Sikkim,Tibeto-Burman,No Need in India,NEI Zone,,,500,Ethnologue 09,,Sikkim [East Zone district - Aritar Sunua], West Bengal [Darjeeling],,,Lg of Nepal,,,,,,,,,,,,Sikkim cluster,,,433,10%,,,,,,,,,,,,,,,,,,,,,,,
"Tharu, Chitw.",the,Bihar,Indo-Aryan,No Need in India,Hindi Zone,,,,,,,,,Lg of Nepal,,,,,,,,,,,,,,,434,1%,,,,,,,,,,,,,,,,,,,,,,,,
"Tharu, Dangaura",thl,Uttar Pradesh,Indo-Aryan,Translation in Progress,Hindi Zone,"IEM, OM, SIL",SIL (Nepal),174000,Ethnologue 09,,"Uttar Pradesh [along the border in Nighasan Tahsil of Kheri District and Tulsipur Tahsil of Gonda District, also Bahraich district]",1,,,6 letters of paul has been published in 2014.,,X,,2003,,,,,,,,,,435,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,
"Tharu, Kathoriya",tkt,Uttar Pradesh,Indo-Aryan,No Need in India,Hindi Zone,,,,,,Uttar Pradesh [Kheri and Gonda districts],,,Lg of Nepal,,,,,,,,,,,,,,,436,,,,,,,,,,,,,,,,,,,,,,,,,
"Tharu, Koch.",thq,Bihar,Indo-Aryan,No Need in India,Hindi Zone,,,,,,,,,Lg of Nepal,,,,,,,,,,,,,,,437,1%,,,,,,,,,,,,,,,,,,,,,,,,
"Tharu, Rana",thr,Uttar Pradesh,Indo-Aryan,Translation in Progress,Hindi Zone,"BSI, GR, IEM, OM, GFA radio, Love for the Cross Team Fellowship- alias Emanual Massih Samit (EMS)",IEM,400000,WGA,,"Border with Nepal, Uttar Pradesh [near Nighasan Tahsil of Kheri District and Pilibhit district]; Uttarakhand [Khatima, Sitargani, Kiccha, and Haldwani tahsils of Nainital District]",1,,,,,X,,1994,,,,,,,Tharu cluster,,,438,,,,,x,,,,,Yes,Yes,,,,,,,,,,,,,,
Thulung,tdh,Sikkim,Tibeto-Burman,No Need in India,NEI Zone,Fellowship- alias Emanual Massih Samit (EMS),,3313,Wikipedia,,Sikkim, West Bengal [Darjeeling], Uttar Pradesh,,,Translation in progress in Nepal,,,,,,,,,,,,Sikkim cluster,,,439,,,,,,,,,,,,,,,,,,,,,,,
Tibetan,bod,Himachal Pradesh,Tibeto-Burman,Whole Bible Available,North West Zone,"GR, IBS, MOR, CNI, FEBA, SGM, TCF, BSI, TWR, WCOI, GFA radio",,77305,Census 2001,,"Tibet border, Himachal Pradesh; Uttarakhand; Arunachal Pradesh; Assam; Delhi; Sikkim. The Darjeeling-Kalimpong area of West Bengal has been heavily settled by Tibetans since at lEast Zone 1900",,,,,,,,,,1885,,1948,,,HI,,,440,,30%,,,x,x,,,,,,,,Yes,Yes,,,,,,,,,,
Tinani,lbf,Himachal Pradesh,Tibeto-Burman,Translation in Progress,North West Zone,"WCOI, GFA radio;",OA,34400,Asia Harvest,,Himachal Pradesh [Lahul and Spiti Subdivision - lower Chandra Valley (Tinan or Rangloi Valley). Gondhla is the main village],,,"Low pop, they speak their laguage",,,,,2014,,,,,,,Lahul,,,441,,,,,,,,,x,,,,,,,,,,,,,,,,
Tiwa,lax,Assam,Tibeto-Burman,NT available,NEI Zone,,BSI,27960,Census 2001,,"Assam [Nagaon, Karbi Anglong, Kamrup, Sibsagar, Lakhimpur districts]; Meghalaya [Khasi Hills District]",,,,,,,,,,2010,,,,,Assam,,,442,,62%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Toda,tcx,Tamil Nadu,Dravidian,Translation in Progress,South Zone,IBT,IBT/BSI,1560,Census 2001,,"Tamil Nadu [Nilgiri Hills, Kunda hills]",1,X,,"NT completed, not published. OT translation in progress",,X,,NA,,,,,,,Nilgiris,,,443,,66-79%,Census 2001,,,,,,x,,,,,,,,,,,,,,,,
Toto,txo,(northern) West Bengal,Tibeto-Burman,Translation in Progress,NEI Zone,,IEM,1184,Census 2001,,"West Bengal [Jalpaiguri district - Subhapara, Dhunchipara, Panchayatpara hillocks on the Indo-Bhutan border - Totopara village]",1,,"Separate tribe, distinct from Dhimal",,,X,,2013,,,,,,,,,,444,,30%,Research report,,,,,,,,,,,,,,,,,,,,,,
Tshangla,tsj,Arunachal Pradesh,Tibeto-Burman,No Need in India,NEI Zone,,,11200,Ethnologue 09,,"Arunachal Pradesh [West Kameng district - in and around Dirang - including Namsu, Tempang, Sangti, Bishing villages; West Siang District - former Padma-bkod region - Tuting, Mechuka circles - Mechuka, Opu, Bona, Galling, Korfu, Dorgling Halung, Tuting vil",,,Translation in progress in Bhutan,,,,,,,,,,,,"Arunachal, HI – EHG",,,445,47%,1%,2003 Report,,,,,,,,,,,,,,,,,,,,,,
Tukpa,tpq,Himachal Pradesh,Tibeto-Burman,Full TR Need,North West Zone,,,610,Ethnologue 09,,"Himachal Pradesh [Kinnaur District - Nesang, Charang, and Kunnu villages]",,,"Low pop, but other Kinnauri recognize them as distinct",,,,,,,,,,,,HI – Spiti,,BMI completed recording of a set of story,446,,,,,,,,,,,,,,,,,,,,,,,,,
Tulu,tcy,Karnataka,Dravidian,NT available,South Zone,"GR, BAS, CCC, FEBA, SGM, UBS, TWR, GFA radio",BSI,1720422,Census 2001,,Karnataka [South Kanara (Dakshina Kannada) and Udipi districts], Kerala [Kasargod district], Andhra Pradesh, Tamil Nadu, Maharashtra, Meghalaya,,,,,,,,,,2010,,,,,Tulu,,,447,,80-83%,,Kannada,x,x,x,,,Yes,Yes,,,Yes,Yes,,,,,
Turi,trd,Jharkhand,Austro-Asiatic,No Need,East Zone,,,2000,Ethnologue 09,,"Jharkhand [Ranchi, Gumla, Lohardaga districts, Chotanagpur area]; Chhattisgarh [Raigarh District]; Orissa [Sambalpur and Sundargarh districts]; West Bengal [Birbhum, Nadia, Murshidabad, Bankura districts]",,,Almost extinct,,,,,,,,,,,,Jharkhand cluster,,,448,,,,,,,,,,,,,,,,,,,,,,,,,
Turung,try,Assam,Tai-Kadai,No Need,NEI Zone,,,0,Ethnologue 09,,"Assam [Golaghat district - Rengmai (Veleng), Basapathar villages; Jorhat district - Titabar area - Na Thong, Tipomia, Pahukatia, Gahorisuwa villages; Karbi Anglong - Balipathar village]",,,extinct,,,,,,,,,,,,Tai Kadai cluster,,,449,,,,,,,,,,,,,,,,,,,,,,,,,
Ullatan,ull,Kerala,Dravidian,No Need,South Zone,,,16741,Census 2001,,"Kerala [Palakkad, Thrissur, Ernakulam, Kottayam, Idukki, Kollam, Pathanamthitta, Alleppey, Trivandrum districts]",,,Nearly extinct,,,,,,,,,,,,Palakkad cluster,,,450,,,,,,,,,,,,,,,,,,,,,,,,,
Urali,url,Kerala,Dravidian,No Need,South Zone,,,11103,Census 2001,,"Kerala [Idukki district - Upputhara, Kanchiyar, Vannappuram, Velliyamattom, Ayyappankovil panchayats]",,,Nearly extinct,,,,,,,,,,,,Idukki cluster,,,451,,,,,,,,,,,,,,,,,,,,,,,,,
Urdu,urd,Jammu and Kashmir,Indo-Aryan,Whole Bible Available,North West Zone,"GR, IBS, CCC, CNI, FEBA, BSI, HOS, SGM, WBTC, TWR,WCOI, GFA radio",,51533954,Census 2001,,Jammu and Kashmir and by Muslims in many parts of India, Dakhini dialect spoken around Hyderabad and in Maharashtra.,,,,,,,,,,1758,,1843,,,Pahari cluster,,,452,,,,,x,x,x,x,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,
Uyghur,uig,Jammu and Kashmir,Turkic,No Need in India,North West Zone,"WCOI, GFA radio",,,,,Jammu & Kashmir [Ladakh area],,,Lg of China,,,,,,,,,,,,Ladakh,,,453,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,
Vaagri Booli,vaa,Tamil Nadu,Indo-Aryan,Translation in Progress,South Zone,IBT,IBT,9300,Ethnologue 09,,"Tamil Nadu [Tiruvannamalai, Vellore, Cuddalore, Villupuram Districts]; Andhra Pradesh, Pondicherry, Karnataka, Maharashtra",1,,,NT translation is nearing completion by IBT,,X,,NA,,,,,,,Saurashtra,,,454,,,,,,,,,x,,,,,,,,,,,,,,,,
Vaiphei,vap,Manipur,Tibeto-Burman,Whole Bible Available,NEI Zone,"GR, SGM, IPR, BSI, WCOI, Vaiphai Christian Association",,39673,Census 2001,,south Manipur [Churachandpur district - 30+ villages], Assam,  Meghalaya, Tripura,,,,,,,,,,1957,,2009,,,"Naga, Manipur",,,455,,,,,,,,x,,,,,,,,,,,,,,
Varahadi,vah,Maharashtra,Indo-Aryan,Translation in Progress,Central Zone,,OA/NIEA/T4G,21500000,Wikipedia,,"Maharashtra [Amravati, Buldana, Akola districts]; Madhya Pradesh [Chhindwara and Balaghat districts]; Andhra Pradesh [Adilabad and Nizamabad districts]",,,They speak a distinctive dialect in home domine which is not intelligible to a Marathi speaker,,,,,2015,,,,,,,Konkani,,,456,,0.6,Census 2001,,x,,,,x,,,,,,Yes,,,,,,,,,,
Varli,vav,Maharashtra,Indo-Aryan,NT available,Central Zone,"GR, RC, FMPB, TWR, GFA.",FMPB,475433,Census 2001,,"Maharashtra [northern Thane District - especially Dahanu and Talasari tahsils, and some in Nasik and Dhule districts]; Gujarat [Valsad District - especially Dharampur tahsil]; Dadra & Nagar Haveli. Davari dialect in far north Thane District and southern G",,,,,,,,,,2011,,,,,,,,457,,32%,Census 2001,,x,x,,,x,,Yes,,,,Yes,,,,,,,,,,
Vasavi,vas,Gujarat,Indo-Aryan,NT available,West Zone,"BR, BSI, FMPB, SGM, TWR, CNI, GMM, RC, GFA radio",FMPB,417665,Census 2001,,Maharashtra [Nandurbar district - small villages and hamlets around the Tapti River], Gujarat [Surat and Bharuch districts - north of the Tapti River in the southern areas of Akkalkuwa and Akrani (Dhadgaon) tahsils on a narrow belt of land between the Sat,,,,,,,,1981,,2006,,,,,,,,458,,,,,x,x,,,,Yes,Yes,,,,Yes,,,,,,,,,
Vishavan,vis,Kerala,Dravidian,No Need,South Zone,,,150,,,"Kerala [Ernakulam, Kottayam, Thrissur districts - Parana & Perumuzhi on banks of Idamala river, Idyara Range, Moovatupuzha Taluk; stray groups on banks of Chalakudi river near Ittyani]",,,"Low pop, language is slowly dying",,,,,,,,,,,,Malayalam cluster,,,459,,,,,,,,,,,,,,,,,,,,,,,,,
Wadder,wbq,Maharashtra,Dravidian,Research Need,Central Zone,,,955752,Census 2001,,Andhra Pradesh, Karnataka, Maharashtra [Jalgaon District],,,,,,,,,,,,,,,,AP Telugu,,TWFTW is working,460,,,,,,,,,,,,,,,,,,,,,,
Wagri,wbr,Rajasthan,Indo-Aryan,NT available,West Zone,"GR, IEM, RC, FMPB, ORBIT",ORBIT/IBT,2510811,Census 2001,,"Rajasthan [southern Udaipur, Dungarpur and Banswara Districts]; Gujarat [Sabarkantha and Panchmahals]; Andhra Pradesh [Hyderabad]",,,,,,,,,,2000,,,,,,,,461,1%,25-50%,,,,,,,,,,,,,,,,,,,,,,,
Walungge,ola,(northern) West Bengal,Tibeto-Burman,No Need in India,NEI Zone,,,1000,Asia Harvest,,West Bengal [Darjeeling],,,Lg of Nepal,,,,,,,,,,,,,,,462,,,,,,,,,,,,,,,,,,,,,,,,,
War-Jaintia,aml,Meghalaya,Austro-Asiatic,Translation in Progress,NEI Zone,,PBI,25886,Census 2001,,Meghalaya [Khasi and Jaintia Hills area], Assam,1,,"Some questioned the need for TR, highly sensitive",,,X,,2013,,,,,,,,,,463,,40%,,Bengali,,,,,,,,,,,,,,,,,,,,
Yakha,ybh,Sikkim,Tibeto-Burman,No Need in India,NEI Zone,,,5860,Asia Harvest,,West Bengal [Darjeeling district], Sikkim,,,"Lg of Nepal, only old people speak, younger generation does not speak",,,,,,,,,,,,Sikkim cluster,,,464,,10%,,Nepali,,,,,,Yes,,,,,,,,,,,,,,
Yerukula,yeu,Andhra Pradesh,Dravidian,Translation in Progress,South Zone,,Buela,69533,Census 2001,,"Andhra Pradesh [Rayalseema, Telengana and Andhra regions]; Tamil Nadu [Nilgiri, Coimbatore, Periyar, Salem, Chengai Anna]; Karnataka; Kerala; Maharashtra",1,,Waiting for responses for the Children's Bible,NA,,X,,2009,,,,,,,AP Telugu,,,465,,45%,Census 2001,,x,,,,,,,,,,Yes,,,,,,,,,,
Zakhring,zkr,Arunachal Pradesh,Tibeto-Burman,Research Need,NEI Zone,,,391,Census 2001,,Arunachal Pradesh [Lohit District - hilly terrain and banks of the Lohit River in the Walong and Kibithoo area],,,They use their language among themselves,,,,,,,,,,,,Mishmi,,,466,,12%,Census 1991,,,,,,,,,,,,,,,,,,,,,,
Zangskari,zau,Jammu and Kashmir,Tibeto-Burman,Translation in Progress,North West Zone,,BMI,11443,Census 2001,,Kashmir [Zaskar Mts., southernmost end of Kargil District. Between Himalayas and Indus River Valley. Next to Leh-Ladakhi area and Kargil-Purik area]. Possibly Tibet,1,,"Higher pop, high use of lg",Gospel of Luke and Bible stories are completed,,,,2015,,,,,,,HI - Ladakhi,,,467,,,,,,,,,x,,,,,,,,,,,,,,,
Zou,zom,Manipur,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, GR, WPM, SGM, BSI, WCOI",,20857,Census 2001,,Manipur [Chandel - Singngat subdivision and Sungnu area,  Churachandpur district], Assam,,,,,,,,,,1967,,1983,,,"Naga, Manipur",,,468,,,,,,,,x,,,,,,,,,,,,,,,
Zyphe,zyp,Mizoram,Tibeto-Burman,Whole Bible Available,NEI Zone,MBS,,3000,Ethnologue 09,,Mizoram [ They live in two villages of Siata and Iana in Saiha district Mizoram],,,,,,,,,,2010,,2010,,,,,,469,,,,,,,,,,,,,,,,,,,,,,,,,
Chilomilo,,Tripura,,Translation planned 2016,NEI Zone,,IEM with local churches,,,,,,,"May be a creole (Hindi, Santhali or Sadri and other)",,,,,,,,,,,,,,,469,,,,,,,,,,,,,,,,,,,,,,,,,
Chorei,,Tripura,,Translation planned 2016,NEI Zone,,IEM with local churches,,,,,,,"Dialect of Chin, Falm[cfm]",,,,,,,,,,,,,,,471,,,,,,,,,,,,,,,,,,,,,,,,,
Kaipeng,,Tripura,,Translation planned 2016,NEI Zone,,IEM with local churches,,,,,,,"Dialect of Chin, Falm[cfm]",,,,,,,,,,,,,,,472,,,,,,,,,,,,,,,,,,,,,,,,,
Molsom,,Tripura,,Translation planned 2016,NEI Zone,,IEM with local churches,,,,,,,"Dialect of Chin, Falm[cfm]",,,,,,,,,,,,,,,473,,,,,,,,,,,,,,,,,,,,,,,,,
Bokar,,Arunachal Pradesh,,Translation planned 2016,NEI Zone,,IEM with local churches,,,,,,,Dialect of Adi [adi],,,,,,,,,,,,,,,474,,,,,,,,,,,,,,,,,,,,,,,,,
Ranglong,,Tripura,,Translation planned 2016,NEI Zone,,IEM with local churches,,,,,,,"NT is publsihed by Longai Baptist Association in association with BI, Tripura.",,,,,,,,,,,,,,,475,,,,,,,,,,,,,,,,,,,,,,,,,
Baiga,,Maharashtra,,Translation in Progress,Central Zone,,,,,,,,,,Story project in progress,,,,,,,,,,,,,,476,,,,,,,,,,,,,,,,,,,,,,,,,
Khortha,,Jharkhand,,Translation in Progress,East Zone,,WIN & NIEA engaged,,,,,1,,,,,,,,,,,,,,,,,477,,,,,,,,,,,,,,,,,,,,,,,,,
Bagiliyani,,Himachal Pradesh,,Translation in Progress,North West Zone,,OA,,,,,1,,Dialect of Pahari Mahasu[bfz],,,,,,,,,,,,,,,478,,,,,,,,,,,,,,,,,,,,,,,,,
Sapera,,Uttar Pradesh,,Translation in Progress,Hindi Zone,,NIEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vajjika,,Bihar,,Translation in Progress,Hindi Zone,,NIEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baghlayani,,Himachal Pradesh,,Translation in Progress,North West Zone,,OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulvi Inner Seraji,,Himachal Pradesh,,Translation in Progress,North West Zone,,OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulvi Outer Seraji,,Himachal Pradesh,,Translation in Progress,North West Zone,,OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pahari Dogri,,Himachal Pradesh,,Translation in Progress,North West Zone,,OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soriyali,,Himachal Pradesh,,Translation in Progress,North West Zone,,OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
